collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:08:28,case_79,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:08:30,case_79,request_76,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:08:33,case_79,request_76,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:08:38,case_79,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:08:42,case_79,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:08:53,case_79,account_77,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:08:59,case_79,account_77,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:09:00,case_79,card_79,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:09:05,case_79,card_79,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:09:11,case_79,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 10:58:32,case_47,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 10:58:35,case_47,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 10:58:38,case_47,info_46,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 10:58:39,case_47,info_46,receive,,info,Visitor,start
task,Visitor,Wait for card,Visitor,2021-06-16 10:58:44,case_47,,,,,,
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 10:58:47,case_47,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 10:58:55,case_47,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 10:58:59,case_47,request_44,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 10:59:05,case_47,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 10:59:16,case_47,request_44,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 10:59:32,case_47,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 10:59:32,case_47,account_45,send,Zoo,account,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 10:59:35,case_47,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 10:59:45,case_47,,,,,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 10:59:47,case_47,account_45,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 10:59:47,case_47,card_47,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 10:59:48,case_47,card_47,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 10:59:57,case_47,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 10:45:48,case_7,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 10:45:52,case_7,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 10:45:55,case_7,info_6,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 10:45:57,case_7,info_6,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 10:46:02,case_7,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 10:46:08,case_7,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 10:46:12,case_7,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 10:46:20,case_7,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 10:46:22,case_7,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 10:46:25,case_7,request_4,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 10:46:32,case_7,request_4,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 10:46:40,case_7,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 10:46:47,case_7,account_5,send,Zoo,account,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 10:46:48,case_7,,,,,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 10:46:52,case_7,account_5,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 10:46:55,case_7,card_7,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 10:47:01,case_7,card_7,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 10:47:05,case_7,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:02:14,case_59,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:02:15,case_59,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:02:17,case_59,info_58,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:02:22,case_59,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:02:25,case_59,info_58,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:02:28,case_59,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:02:29,case_59,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:02:37,case_59,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:02:42,case_59,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:02:48,case_59,request_56,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:03:01,case_59,request_56,receive,,request,Zoo,start
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:03:01,case_59,,,,,,
task,Bank,Process payment information,Bank,2021-06-16 11:03:09,case_59,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:03:12,case_59,account_57,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:03:18,case_59,account_57,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:03:20,case_59,card_59,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:03:23,case_59,card_59,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:03:27,case_59,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 10:59:59,case_51,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:00:00,case_51,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:00:01,case_51,info_50,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:00:05,case_51,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:00:07,case_51,info_50,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:00:10,case_51,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:00:14,case_51,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:00:22,case_51,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:00:24,case_51,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:00:28,case_51,request_48,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:00:30,case_51,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:00:39,case_51,request_48,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:00:40,case_51,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:00:43,case_51,account_49,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:00:47,case_51,account_49,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:00:51,case_51,card_51,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:00:51,case_51,card_51,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:00:55,case_51,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:12:02,case_295,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 12:12:03,case_295,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:12:05,case_295,info_294,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:12:07,case_295,info_294,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:12:12,case_295,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:12:17,case_295,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:12:19,case_295,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:12:22,case_295,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:12:23,case_295,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:12:28,case_295,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:12:33,case_295,request_292,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:12:37,case_295,request_292,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:12:37,case_295,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:12:39,case_295,account_293,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:12:44,case_295,account_293,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:12:49,case_295,card_295,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:12:49,case_295,card_295,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:12:55,case_295,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:07:17,case_75,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:07:22,case_75,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:07:27,case_75,info_74,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:07:32,case_75,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:07:33,case_75,info_74,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:07:36,case_75,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:07:42,case_75,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:07:43,case_75,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:07:44,case_75,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:07:45,case_75,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:07:47,case_75,request_72,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:07:50,case_75,request_72,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:07:54,case_75,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:07:55,case_75,account_73,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:07:58,case_75,account_73,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:07:59,case_75,card_75,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:08:04,case_75,card_75,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:08:07,case_75,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:57:33,case_247,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:57:36,case_247,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:57:37,case_247,info_246,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:57:44,case_247,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:57:46,case_247,info_246,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:57:46,case_247,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:57:51,case_247,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:57:59,case_247,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:58:06,case_247,request_244,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:58:07,case_247,request_244,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:58:14,case_247,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:58:15,case_247,account_245,send,Zoo,account,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:58:15,case_247,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:58:16,case_247,,,,,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:58:18,case_247,account_245,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:58:22,case_247,card_247,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:58:26,case_247,card_247,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:58:31,case_247,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:38:09,case_179,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 11:38:09,case_179,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:38:14,case_179,info_178,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:38:15,case_179,info_178,receive,,info,Visitor,start
task,Visitor,Wait for card,Visitor,2021-06-16 11:38:22,case_179,,,,,,
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:38:24,case_179,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:38:26,case_179,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:38:27,case_179,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:38:31,case_179,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:38:31,case_179,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:38:38,case_179,request_176,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:38:45,case_179,request_176,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:38:47,case_179,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:38:51,case_179,account_177,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:38:56,case_179,account_177,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:38:57,case_179,card_179,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:38:57,case_179,card_179,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:39:05,case_179,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:39:06,case_183,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 11:39:07,case_183,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:39:10,case_183,info_182,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:39:12,case_183,info_182,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:39:15,case_183,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:39:21,case_183,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:39:35,case_183,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:39:39,case_183,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:39:43,case_183,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:39:48,case_183,request_180,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:39:57,case_183,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:40:05,case_183,request_180,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:40:07,case_183,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:40:11,case_183,account_181,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:40:16,case_183,account_181,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:40:22,case_183,card_183,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:40:27,case_183,card_183,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:40:31,case_183,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:11:03,case_291,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 12:11:04,case_291,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:11:05,case_291,info_290,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:11:06,case_291,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:11:06,case_291,info_290,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:11:09,case_291,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:11:14,case_291,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:11:18,case_291,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:11:25,case_291,request_288,send,Bank,request,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:11:28,case_291,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:11:32,case_291,request_288,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:11:39,case_291,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:11:41,case_291,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:11:42,case_291,account_289,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:11:44,case_291,account_289,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:11:46,case_291,card_291,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:11:55,case_291,card_291,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:11:58,case_291,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:58:35,case_251,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:58:39,case_251,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:58:43,case_251,info_250,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:58:46,case_251,info_250,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:58:51,case_251,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:58:59,case_251,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:59:04,case_251,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:59:05,case_251,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:59:13,case_251,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:59:18,case_251,request_248,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:59:18,case_251,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:59:26,case_251,request_248,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:59:29,case_251,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:59:30,case_251,account_249,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:59:36,case_251,account_249,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:59:36,case_251,card_251,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:59:44,case_251,card_251,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:59:46,case_251,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:07:23,case_279,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 12:07:28,case_279,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:07:31,case_279,info_278,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:07:34,case_279,info_278,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:07:38,case_279,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:07:41,case_279,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:07:42,case_279,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:07:54,case_279,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:07:58,case_279,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:07:58,case_279,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:08:02,case_279,request_276,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:08:10,case_279,request_276,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:08:12,case_279,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:08:14,case_279,account_277,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:08:16,case_279,account_277,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:08:22,case_279,card_279,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:08:26,case_279,card_279,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:08:28,case_279,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 10:50:44,case_23,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 10:50:47,case_23,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 10:50:51,case_23,info_22,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 10:50:54,case_23,info_22,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 10:50:57,case_23,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 10:51:04,case_23,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 10:51:17,case_23,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 10:51:17,case_23,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 10:51:19,case_23,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 10:51:21,case_23,request_20,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 10:51:24,case_23,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 10:51:29,case_23,request_20,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 10:51:34,case_23,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 10:51:34,case_23,account_21,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 10:51:41,case_23,account_21,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 10:51:44,case_23,card_23,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 10:51:54,case_23,card_23,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 10:51:59,case_23,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:16:39,case_311,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 12:16:43,case_311,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:16:48,case_311,info_310,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:16:48,case_311,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:16:51,case_311,info_310,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:16:54,case_311,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:16:58,case_311,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:17:02,case_311,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:17:05,case_311,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:17:06,case_311,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:17:12,case_311,request_308,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:17:13,case_311,request_308,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:17:15,case_311,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:17:18,case_311,account_309,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:17:21,case_311,account_309,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:17:25,case_311,card_311,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:17:25,case_311,card_311,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:17:37,case_311,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:39:57,case_391,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 12:40:00,case_391,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:40:04,case_391,info_390,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:40:12,case_391,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:40:15,case_391,info_390,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:40:18,case_391,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:40:22,case_391,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:40:29,case_391,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:40:31,case_391,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:40:36,case_391,request_388,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:40:42,case_391,request_388,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:40:49,case_391,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:40:54,case_391,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:41:01,case_391,account_389,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:41:01,case_391,account_389,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:41:03,case_391,card_391,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:41:09,case_391,card_391,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:41:12,case_391,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:21:48,case_127,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:21:49,case_127,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:21:50,case_127,info_126,send,Zoo,info,,
