collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:43:32,case_101,m2_67,send,PartyA,m2,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:43:34,case_101,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:43:39,case_101,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:43:41,case_101,m1_66,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:43:41,case_101,m2_67,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:43:44,case_101,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:31:22,case_38,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:31:28,case_38,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:31:31,case_38,m1_25,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:31:32,case_38,m2_24,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:31:40,case_38,m2_24,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:31:49,case_38,m1_25,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:31:56,case_38,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:32:03,case_38,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:25:51,case_8,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:25:51,case_8,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:25:52,case_8,m2_5,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:25:54,case_8,m1_4,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:25:58,case_8,m1_4,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:25:58,case_8,m2_5,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:25:59,case_8,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:26:01,case_8,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:30:01,case_32,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:30:07,case_32,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:30:14,case_32,m1_20,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:30:21,case_32,m1_20,receive,,m1,PartyC
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:30:23,case_32,m2_21,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:30:23,case_32,m2_21,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:30:29,case_32,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:30:31,case_32,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:20:55,case_299,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:21:04,case_299,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:21:07,case_299,m1_199,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:21:07,case_299,m2_198,send,PartyA,m2,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:21:15,case_299,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:21:19,case_299,m2_198,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:21:20,case_299,m1_199,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:21:23,case_299,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:45:20,case_113,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:45:24,case_113,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:45:27,case_113,m2_74,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:45:31,case_113,m2_74,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:45:35,case_113,m1_75,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:45:38,case_113,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:45:45,case_113,m1_75,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:45:45,case_113,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:52:15,case_149,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:52:23,case_149,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:52:25,case_149,m2_98,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:52:29,case_149,m2_98,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:52:30,case_149,m1_99,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:52:35,case_149,m1_99,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:52:38,case_149,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:52:40,case_149,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:26:06,case_11,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:26:14,case_11,m2_6,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:26:20,case_11,m1_7,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:26:29,case_11,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:26:36,case_11,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:26:38,case_11,m2_6,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:26:41,case_11,m1_7,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:26:46,case_11,,,,,
