msgInstanceId,msgProtocol,msgType,org:group,concept:name,collab:toParticipant,msgName,collab:elemType,collab:participant,time:timestamp,case:concept:name,collab:fromParticipant,eventType
admission request_511,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 07:19:04,case_469,,
patient analysis_512,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 07:19:11,case_469,,
admission request_511,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 07:19:16,case_469,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 07:19:16,case_469,,
patient analysis_512,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 07:19:19,case_469,Gynecologist,
admission_513,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 07:19:22,case_469,,
admission_513,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 07:19:25,case_469,Hospital,
disease_472,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:12:40,case_429,,
disease_472,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:12:43,case_429,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:12:44,case_429,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:12:51,case_429,,
blood sample_473,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:12:53,case_429,,
blood sample_473,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:12:53,case_429,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:12:57,case_429,,
results_474,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:13:01,case_429,,
results_474,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:13:03,case_429,Laboratory,
prescription_475,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:13:03,case_429,,
prescription_475,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:13:07,case_429,Gynecologist,
disease_435,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:06:45,case_394,,
disease_435,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:06:47,case_394,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:06:49,case_394,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:06:51,case_394,,
blood sample_436,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:06:52,case_394,,
blood sample_436,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:06:57,case_394,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:06:59,case_394,,
results_437,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:07:01,case_394,,
results_437,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:07:04,case_394,Laboratory,
prescription_438,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:07:07,case_394,,
prescription_438,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:07:08,case_394,Gynecologist,
disease_70,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:09:48,case_69,,
disease_70,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:09:51,case_69,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:09:56,case_69,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:09:56,case_69,,
blood sample_71,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:09:57,case_69,,
blood sample_71,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:10:00,case_69,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:10:01,case_69,,
results_72,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:10:03,case_69,,
results_72,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:10:04,case_69,Laboratory,
prescription_73,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:10:07,case_69,,
prescription_73,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:10:12,case_69,Gynecologist,
disease_363,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:55:19,case_334,,
disease_363,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:55:23,case_334,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:55:25,case_334,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:55:33,case_334,,
blood sample_364,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:55:34,case_334,,
blood sample_364,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:55:35,case_334,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:55:40,case_334,,
results_365,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:55:41,case_334,,
results_365,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:55:45,case_334,Laboratory,
hospitalisation_366,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:55:48,case_334,,
admission request_367,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:55:52,case_334,,
patient analysis_368,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:55:55,case_334,,
admission request_367,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:56:05,case_334,Gynecologist,start
hospitalisation_366,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:56:13,case_334,Gynecologist,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:56:17,case_334,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:56:20,case_334,,
admission_369,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:56:22,case_334,,
admission_369,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:56:26,case_334,Hospital,
disease_521,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:20:39,case_479,,
disease_521,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:20:40,case_479,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:20:44,case_479,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:20:49,case_479,,
blood sample_522,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:20:52,case_479,,
blood sample_522,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:20:55,case_479,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:20:58,case_479,,
results_523,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:21:01,case_479,,
results_523,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:21:09,case_479,Laboratory,
hospitalisation_524,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 07:21:10,case_479,,
admission request_525,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 07:21:11,case_479,,
admission request_525,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 07:21:13,case_479,Gynecologist,start
hospitalisation_524,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 07:21:21,case_479,Gynecologist,
patient analysis_526,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 07:21:26,case_479,,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 07:21:26,case_479,,
patient analysis_526,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 07:21:31,case_479,Gynecologist,
admission_527,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 07:21:34,case_479,,
admission_527,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 07:21:37,case_479,Hospital,
disease_309,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:47:16,case_289,,
disease_309,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:47:20,case_289,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:47:23,case_289,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:47:26,case_289,,
blood sample_310,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:47:27,case_289,,
blood sample_310,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:47:30,case_289,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:47:33,case_289,,
results_311,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:47:36,case_289,,
results_311,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:47:39,case_289,Laboratory,
prescription_312,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:47:45,case_289,,
prescription_312,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:47:46,case_289,Gynecologist,
disease_406,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:02:21,case_369,,
disease_406,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:02:24,case_369,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:02:29,case_369,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:02:33,case_369,,
blood sample_407,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:02:38,case_369,,
blood sample_407,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:02:41,case_369,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:02:46,case_369,,
results_408,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:02:47,case_369,,
results_408,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:02:56,case_369,Laboratory,
prescription_409,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:02:57,case_369,,
prescription_409,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:03:00,case_369,Gynecologist,
disease_283,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:42:55,case_264,,
disease_283,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:42:55,case_264,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:42:59,case_264,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:43:05,case_264,,
blood sample_284,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:43:10,case_264,,
blood sample_284,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:43:15,case_264,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:43:18,case_264,,
results_285,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:43:22,case_264,,
results_285,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:43:26,case_264,Laboratory,
prescription_286,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:43:26,case_264,,
prescription_286,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:43:30,case_264,Gynecologist,
disease_104,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:14:19,case_104,,
disease_104,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:14:24,case_104,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:14:27,case_104,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:14:30,case_104,,
blood sample_105,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:14:33,case_104,,
blood sample_105,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:14:35,case_104,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:14:36,case_104,,
results_106,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:14:41,case_104,,
results_106,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:14:46,case_104,Laboratory,
prescription_107,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:14:50,case_104,,
prescription_107,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:14:53,case_104,Gynecologist,
disease_204,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:30:14,case_199,,
disease_204,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:30:18,case_199,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:30:22,case_199,,
blood sample_205,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:30:31,case_199,,
blood sample_205,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:30:33,case_199,Gynecologist,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:30:38,case_199,,
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:30:42,case_199,,
results_206,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:30:42,case_199,,
results_206,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:30:45,case_199,Laboratory,
hospitalisation_207,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:30:48,case_199,,
hospitalisation_207,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:30:50,case_199,Gynecologist,
admission request_208,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:30:54,case_199,,
admission request_208,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:30:56,case_199,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:31:01,case_199,,
patient analysis_209,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:31:09,case_199,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:31:17,case_199,,
admission_210,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:31:18,case_199,,
admission_210,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:31:20,case_199,Hospital,
disease_377,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:57:34,case_344,,
disease_377,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:57:37,case_344,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:57:43,case_344,,
blood sample_378,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:57:49,case_344,,
blood sample_378,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:57:54,case_344,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:58:00,case_344,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:58:01,case_344,,
results_379,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:58:08,case_344,,
results_379,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:58:14,case_344,Laboratory,
prescription_380,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:58:14,case_344,,
prescription_380,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:58:15,case_344,Gynecologist,
disease_424,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:05:24,case_384,,
disease_424,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:05:27,case_384,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:05:30,case_384,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:05:34,case_384,,
blood sample_425,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:05:37,case_384,,
blood sample_425,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:05:39,case_384,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:05:41,case_384,,
results_426,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:05:41,case_384,,
results_426,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:05:42,case_384,Laboratory,
prescription_427,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:05:47,case_384,,
prescription_427,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:05:48,case_384,Gynecologist,
disease_261,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:39:25,case_244,,
disease_261,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:39:26,case_244,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:39:30,case_244,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:39:39,case_244,,
blood sample_262,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:39:43,case_244,,
blood sample_262,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:39:48,case_244,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:39:49,case_244,,
results_263,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:39:49,case_244,,
results_263,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:39:51,case_244,Laboratory,
prescription_264,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:39:52,case_244,,
prescription_264,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:39:56,case_244,Gynecologist,
disease_302,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:45:57,case_284,,
disease_302,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:46:00,case_284,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:46:00,case_284,,
blood sample_303,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:46:01,case_284,,
blood sample_303,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:46:08,case_284,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:46:16,case_284,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:46:20,case_284,,
results_304,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:46:26,case_284,,
results_304,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:46:27,case_284,Laboratory,
hospitalisation_305,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:46:29,case_284,,
admission request_306,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:46:33,case_284,,
patient analysis_307,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:46:50,case_284,,
admission request_306,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:46:58,case_284,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:47:01,case_284,,
hospitalisation_305,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:47:05,case_284,Gynecologist,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:47:08,case_284,,
admission_308,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:47:12,case_284,,
admission_308,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:47:16,case_284,Hospital,
disease_81,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:11:30,case_79,,
disease_81,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:11:32,case_79,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:11:36,case_79,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:11:39,case_79,,
blood sample_82,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:11:40,case_79,,
blood sample_82,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:11:42,case_79,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:11:43,case_79,,
results_83,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:11:43,case_79,,
results_83,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:11:48,case_79,Laboratory,
prescription_84,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:11:50,case_79,,
prescription_84,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:11:51,case_79,Gynecologist,
disease_197,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:28:56,case_194,,
disease_197,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:29:00,case_194,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:29:01,case_194,,
blood sample_198,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:29:04,case_194,,
blood sample_198,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:29:12,case_194,Gynecologist,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:29:16,case_194,,
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:29:23,case_194,,
results_199,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:29:28,case_194,,
results_199,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:29:32,case_194,Laboratory,
hospitalisation_200,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:29:33,case_194,,
admission request_201,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:29:34,case_194,,
admission request_201,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:29:39,case_194,Gynecologist,start
patient analysis_202,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:29:48,case_194,,
hospitalisation_200,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:29:55,case_194,Gynecologist,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:30:03,case_194,,
patient analysis_202,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:30:03,case_194,Gynecologist,
admission_203,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:30:07,case_194,,
admission_203,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:30:12,case_194,Hospital,
disease_342,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:52:08,case_319,,
disease_342,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:52:13,case_319,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:52:14,case_319,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:52:16,case_319,,
blood sample_343,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:52:20,case_319,,
blood sample_343,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:52:25,case_319,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:52:29,case_319,,
results_344,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:52:31,case_319,,
results_344,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:52:35,case_319,Laboratory,
