collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType
task,PartyC,Activity ZA,PartyC,2021-06-23 9:28:43,case_454,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 9:28:44,case_454,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 9:28:47,case_454,m1_478,send,PartyA,m1,,
task,PartyC,Activity CZ,PartyC,2021-06-23 9:28:55,case_454,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 9:28:58,case_454,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 9:29:05,case_454,m5_480,send,PartyB,m5,,
task,PartyB,Activity G,PartyB,2021-06-23 9:29:10,case_454,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 9:29:18,case_454,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:29:29,case_454,m3_477,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:29:34,case_454,m1_478,receive,,m1,PartyB,
task,PartyC,Activity BZ,PartyC,2021-06-23 9:29:45,case_454,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 9:29:50,case_454,m5_480,receive,,m5,PartyC,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 9:29:52,case_454,m2_481,send,,m2,,
task,PartyB,Activity DD,PartyB,2021-06-23 9:29:53,case_454,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:29:58,case_454,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:30:06,case_454,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:30:09,case_454,m3_477,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 9:30:10,case_454,M7_482,send,PartyD,M7,,
task,PartyB,Activity L,PartyB,2021-06-23 9:30:15,case_454,,,,,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 9:30:20,case_454,M7_482,receive,,M7,PartyB,start
task,PartyD,Activity ZAZ,PartyD,2021-06-23 9:30:20,case_454,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:15:24,case_279,m4_294,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:15:34,case_279,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:15:39,case_279,m1_293,send,PartyA,m1,,
task,PartyA,Activity A,PartyA,2021-06-23 8:15:45,case_279,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:15:48,case_279,m4_294,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 8:15:58,case_279,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:16:00,case_279,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:16:09,case_279,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:16:13,case_279,m5_295,send,PartyB,m5,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:16:19,case_279,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 8:16:25,case_279,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:16:28,case_279,m5_295,receive,,m5,PartyC,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:16:29,case_279,m2_291,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 8:16:31,case_279,m2_291,receive,,m2,PartyB,
task,PartyA,Activity B,PartyA,2021-06-23 8:16:33,case_279,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:16:36,case_279,m3_292,send,PartyB,m3,,
task,PartyB,Activity DD,PartyB,2021-06-23 8:16:42,case_279,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:16:49,case_279,m1_293,receive,,m1,PartyB,
task,PartyB,Activity I,PartyB,2021-06-23 8:16:49,case_279,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:16:53,case_279,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:16:53,case_279,m3_292,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 8:16:59,case_279,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:17:01,case_279,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:03:50,case_249,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:03:57,case_249,m4_263,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:03:59,case_249,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:04:03,case_249,m1_262,send,PartyA,m1,,
task,PartyB,Activity G,PartyB,2021-06-23 8:04:05,case_249,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:04:10,case_249,m4_263,receive,,m4,PartyB,start
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:04:14,case_249,m2_260,send,PartyA,m2,,
task,PartyC,Activity ZA,PartyC,2021-06-23 8:04:21,case_249,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:04:28,case_249,,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 8:04:37,case_249,m2_260,receive,,m2,PartyB,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:05:00,case_249,m5_264,send,PartyB,m5,,
task,PartyA,Activity B,PartyA,2021-06-23 8:05:05,case_249,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:05:10,case_249,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:05:16,case_249,m3_261,send,PartyB,m3,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:05:21,case_249,m5_264,receive,,m5,PartyC,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:05:34,case_249,m1_262,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 8:05:45,case_249,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:05:47,case_249,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:05:52,case_249,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:05:57,case_249,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:05:59,case_249,m3_261,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 8:06:02,case_249,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:06:04,case_249,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:20:52,case_294,m4_308,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:20:57,case_294,m4_308,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 8:21:01,case_294,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:21:03,case_294,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:21:18,case_294,m1_307,send,PartyA,m1,,
task,PartyA,Activity A,PartyA,2021-06-23 8:21:25,case_294,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:21:39,case_294,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:21:47,case_294,m5_310,send,PartyB,m5,,
task,PartyA,Activity C,PartyA,2021-06-23 8:21:55,case_294,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:22:02,case_294,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:22:07,case_294,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 8:22:18,case_294,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:22:22,case_294,m3_306,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:22:27,case_294,m1_307,receive,,m1,PartyB,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:22:30,case_294,m2_309,send,,m2,,
task,PartyB,Activity G,PartyB,2021-06-23 8:22:38,case_294,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:22:42,case_294,m5_310,receive,,m5,PartyC,
task,PartyB,Activity DD,PartyB,2021-06-23 8:22:43,case_294,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:22:47,case_294,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:22:48,case_294,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:22:48,case_294,m3_306,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 8:22:53,case_294,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:22:56,case_294,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:44:47,case_209,m4_221,send,PartyC,m4,,
task,PartyA,Activity A,PartyA,2021-06-23 7:44:57,case_209,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 7:45:05,case_209,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:45:23,case_209,m4_221,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 7:45:27,case_209,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:45:31,case_209,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:45:34,case_209,m1_220,send,PartyA,m1,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:45:39,case_209,m5_222,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:45:39,case_209,m5_222,receive,,m5,PartyC,
task,PartyB,Activity G,PartyB,2021-06-23 7:45:42,case_209,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:45:49,case_209,m2_218,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 7:45:56,case_209,m2_218,receive,,m2,PartyB,
task,PartyB,Activity FF,PartyB,2021-06-23 7:46:03,case_209,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 7:46:07,case_209,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:46:23,case_209,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:46:37,case_209,m3_219,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:46:40,case_209,m1_220,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 7:46:42,case_209,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:46:45,case_209,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:46:46,case_209,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:46:48,case_209,m3_219,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 7:46:53,case_209,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:46:57,case_209,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 7:18:07,case_144,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 7:18:14,case_144,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:18:16,case_144,m4_151,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:18:26,case_144,m4_151,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 7:18:29,case_144,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 7:18:44,case_144,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 7:18:47,case_144,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:18:50,case_144,m3_149,send,PartyB,m3,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:18:57,case_144,m1_150,send,PartyA,m1,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:19:03,case_144,m1_150,receive,,m1,PartyB,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:19:06,case_144,m5_152,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:19:13,case_144,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 7:19:18,case_144,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:19:25,case_144,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:19:32,case_144,m5_152,receive,,m5,PartyC,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:19:34,case_144,m2_153,send,,m2,,
task,PartyB,Activity G,PartyB,2021-06-23 7:19:34,case_144,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 7:19:36,case_144,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:19:39,case_144,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:19:41,case_144,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:19:43,case_144,m3_149,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 7:19:46,case_144,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:19:46,case_144,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:16:57,case_4,m4_2,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:17:07,case_4,m4_2,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 6:17:15,case_4,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:17:23,case_4,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:17:30,case_4,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:17:45,case_4,m1_1,send,PartyA,m1,,
task,PartyA,Activity C,PartyA,2021-06-23 6:18:02,case_4,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 6:18:12,case_4,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:18:19,case_4,m2_3,send,,m2,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:18:34,case_4,m5_4,send,PartyB,m5,,
task,PartyB,Activity G,PartyB,2021-06-23 6:18:36,case_4,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:18:40,case_4,m3_0,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:18:51,case_4,m1_1,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:18:56,case_4,m5_4,receive,,m5,PartyC,
task,PartyB,Activity FF,PartyB,2021-06-23 6:19:02,case_4,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:19:05,case_4,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 6:19:09,case_4,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 6:19:09,case_4,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 6:19:15,case_4,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:19:22,case_4,m3_0,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 6:19:30,case_4,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 6:19:33,case_4,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 6:19:34,case_4,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:44:45,case_69,m4_72,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:44:48,case_69,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:44:56,case_69,m4_72,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 6:45:03,case_69,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:45:19,case_69,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:45:23,case_69,m5_73,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:45:26,case_69,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:45:42,case_69,m1_71,send,PartyA,m1,,
task,PartyC,Activity BZ,PartyC,2021-06-23 6:45:43,case_69,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 6:45:47,case_69,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:45:52,case_69,m2_69,send,PartyA,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 6:45:54,case_69,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:45:55,case_69,m5_73,receive,,m5,PartyC,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 6:46:07,case_69,m2_69,receive,,m2,PartyB,
task,PartyA,Activity B,PartyA,2021-06-23 6:46:13,case_69,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 6:46:13,case_69,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:46:17,case_69,m3_70,send,PartyB,m3,,
task,PartyB,Activity I,PartyB,2021-06-23 6:46:17,case_69,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:46:25,case_69,m1_71,receive,,m1,PartyB,
task,PartyB,Activity J,PartyB,2021-06-23 6:46:25,case_69,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:46:32,case_69,m3_70,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 6:46:35,case_69,M7_74,send,PartyD,M7,,
task,PartyB,Activity L,PartyB,2021-06-23 6:46:41,case_69,,,,,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 6:46:44,case_69,M7_74,receive,,M7,PartyB,start
task,PartyD,Activity ZAZ,PartyD,2021-06-23 6:46:44,case_69,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:10:00,case_264,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:10:01,case_264,m4_279,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:10:02,case_264,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:10:08,case_264,m4_279,receive,,m4,PartyB,start
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:10:12,case_264,m1_278,send,PartyA,m1,,
task,PartyC,Activity ZA,PartyC,2021-06-23 8:10:18,case_264,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:10:24,case_264,m2_276,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 8:10:32,case_264,m2_276,receive,,m2,PartyB,
task,PartyB,Activity G,PartyB,2021-06-23 8:10:33,case_264,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:10:46,case_264,m5_280,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:10:49,case_264,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:10:49,case_264,m5_280,receive,,m5,PartyC,
task,PartyA,Activity B,PartyA,2021-06-23 8:10:57,case_264,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:11:02,case_264,m3_277,send,PartyB,m3,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:11:03,case_264,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:11:03,case_264,m1_278,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 8:11:07,case_264,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:11:09,case_264,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:11:13,case_264,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:11:17,case_264,m3_277,receive,,m3,PartyA,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:11:19,case_264,,,,,,
task,PartyB,Activity N,PartyB,2021-06-23 8:11:22,case_264,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:11:23,case_264,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:25:08,case_304,m4_320,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:25:16,case_304,m4_320,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 8:25:22,case_304,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:25:32,case_304,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:25:37,case_304,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:25:49,case_304,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:25:55,case_304,m1_319,send,PartyA,m1,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:26:04,case_304,m2_317,send,PartyA,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:26:09,case_304,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:26:20,case_304,m5_321,send,PartyB,m5,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 8:26:29,case_304,m2_317,receive,,m2,PartyB,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:26:30,case_304,m5_321,receive,,m5,PartyC,
task,PartyB,Activity G,PartyB,2021-06-23 8:26:34,case_304,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 8:26:36,case_304,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:26:45,case_304,m3_318,send,PartyB,m3,,
task,PartyB,Activity DD,PartyB,2021-06-23 8:26:49,case_304,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:26:59,case_304,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:27:05,case_304,m1_319,receive,,m1,PartyB,
task,PartyB,Activity I,PartyB,2021-06-23 8:27:13,case_304,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:27:15,case_304,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:27:19,case_304,m3_318,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 8:27:22,case_304,M7_322,send,PartyD,M7,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 8:27:26,case_304,M7_322,receive,,M7,PartyB,start
task,PartyB,Activity L,PartyB,2021-06-23 8:27:30,case_304,,,,,,
task,PartyD,Activity ZAZ,PartyD,2021-06-23 8:27:33,case_304,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:51:02,case_364,m4_384,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:51:06,case_364,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:51:12,case_364,m1_383,send,PartyA,m1,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:51:19,case_364,m4_384,receive,,m4,PartyB,start
task,PartyA,Activity A,PartyA,2021-06-23 8:51:20,case_364,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 8:51:28,case_364,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 8:51:44,case_364,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 8:51:49,case_364,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:51:53,case_364,m2_385,send,,m2,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:52:02,case_364,m5_386,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:52:06,case_364,m5_386,receive,,m5,PartyC,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:52:21,case_364,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:52:26,case_364,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 8:52:32,case_364,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:52:33,case_364,m3_382,send,PartyB,m3,,
task,PartyB,Activity DD,PartyB,2021-06-23 8:52:44,case_364,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:52:51,case_364,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:52:58,case_364,m1_383,receive,,m1,PartyB,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:53:12,case_364,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:53:14,case_364,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:53:18,case_364,m3_382,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 8:53:24,case_364,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:53:24,case_364,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 9:21:55,case_439,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 9:21:59,case_439,m4_464,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 9:22:06,case_439,m4_464,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 9:22:11,case_439,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 9:22:14,case_439,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 9:22:18,case_439,m1_463,send,PartyA,m1,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 9:22:35,case_439,m5_465,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 9:22:42,case_439,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 9:22:46,case_439,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 9:22:47,case_439,m5_465,receive,,m5,PartyC,
task,PartyB,Activity FF,PartyB,2021-06-23 9:22:51,case_439,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 9:22:53,case_439,m2_461,send,PartyA,m2,,
task,PartyB,Activity DD,PartyB,2021-06-23 9:22:57,case_439,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:23:07,case_439,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 9:23:23,case_439,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:23:31,case_439,,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 9:23:35,case_439,m2_461,receive,,m2,PartyB,
task,PartyA,Activity B,PartyA,2021-06-23 9:23:36,case_439,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:23:40,case_439,m3_462,send,PartyB,m3,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:23:44,case_439,m3_462,receive,,m3,PartyA,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:23:56,case_439,m1_463,receive,,m1,PartyB,
SendTask,PartyB,Activity M,PartyB,2021-06-23 9:24:00,case_439,M7_466,send,PartyD,M7,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 9:24:03,case_439,M7_466,receive,,M7,PartyB,start
task,PartyD,Activity ZAZ,PartyD,2021-06-23 9:24:04,case_439,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 9:24:07,case_439,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:34:07,case_44,m4_44,send,PartyC,m4,,
task,PartyA,Activity A,PartyA,2021-06-23 6:34:14,case_44,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:34:19,case_44,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:34:24,case_44,m1_43,send,PartyA,m1,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:34:28,case_44,m4_44,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 6:34:32,case_44,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:34:32,case_44,m2_41,send,PartyA,m2,,
task,PartyB,Activity G,PartyB,2021-06-23 6:34:39,case_44,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 6:34:51,case_44,,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 6:35:00,case_44,m2_41,receive,,m2,PartyB,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:35:03,case_44,m5_45,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:35:05,case_44,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:35:07,case_44,m5_45,receive,,m5,PartyC,
